1602664911 0 0 0 0
1606029342 211439 0 0 0
1606029725 211461 0 0 0
1606030114 211514 0 0 0
1606030438 211516 0 0 0
1606168254 211713 0 0 0
1606169278 211729 0 0 0
1606169383 211871 0 0 0
1606596132 211896 0 0 0
1607019078 212209 0 0 0
1607020670 212211 0 0 0
1607020724 212211 0 0 0
1607097562 212236 0 0 0
1607100258 212236 20 0 0
1607100529 212269 20 0 0
1607103737 212269 43 0 0
1607105584 212475 43 0 0
1607106242 212509 43 0 0
1607107064 212509 79 0 0
1607107565 212535 79 0 0
1607108067 212535 116 0 0
1607118575 212535 121 0 0
1607118703 212535 123 0 0
1607120228 212535 142 0 0
1607155922 212535 143 0 0
1607156448 212535 162 0 0
1607161180 212535 162 1 0
1607164831 212535 162 6 0
1607164874 212535 162 28 0
1607164988 212535 162 46 0
1607165014 212535 162 50 0
1607165036 212535 162 133 0
1607171123 212535 162 165 0
1607171153 212535 162 301 0
1607171202 212535 162 319 0
1607171237 212535 162 346 0
1607171339 212535 162 365 0
1607181409 212535 162 365 0
1607181789 212535 162 365 0
1607181822 212535 162 365 0
1607182116 212535 162 365 0
1607182123 212535 162 365 0
1607191352 212535 162 374 0
1607194966 212535 162 374 136
1607194968 212535 162 374 137
1607194969 212535 162 374 169
1607194973 212535 162 374 172
1607194980 212535 162 374 190
1607194982 212535 162 374 217
1607194992 212535 162 374 235
1607195006 212535 162 374 236
1607195012 212535 162 374 237
1607195016 212535 162 374 238
1607195082 212535 162 374 239
1607200602 212535 162 402 239
1607200628 212535 162 406 239
1607200709 212535 162 413 239
1607200744 212535 162 420 239
1607200801 212535 162 439 239
1607200837 212535 162 443 239
1607201225 212535 162 443 239
1607201841 212543 162 443 239
1607202010 212543 162 443 239
1607248053 212640 162 443 239
1607258751 212640 162 443 239
1607258844 212640 162 443 239
1607258998 212640 162 443 239
1607262896 212640 162 443 239
1607263180 212640 162 443 239
1607268281 212640 162 443 239
1607273525 212640 162 443 326
1607273528 212640 162 443 331
1607273531 212640 162 443 364
1607273533 212640 162 443 367
1607273535 212640 162 443 385
1607273537 212640 162 443 386
1607273540 212640 162 443 407
1607273563 212640 162 443 407
1607274204 212640 162 443 408
1607276031 212640 162 459 408
1607276751 212640 162 459 408
1607276801 212640 162 459 408
1607282030 212640 162 459 408
1607288380 212640 162 459 408
1607288437 212640 162 460 408
1607288612 212640 162 472 408
1607292878 212640 170 472 408
1607296050 212640 197 472 408
1607296075 212640 205 472 408
1607296152 212640 209 472 408
1607296171 212640 212 472 408
1607296194 212640 215 472 408
1607296214 212640 218 472 408
1607296230 212640 221 472 408
1607296246 212640 224 472 408
1607296336 212640 228 472 408
1607296360 212640 252 472 408
1607296388 212640 265 472 408
1607326017 212640 266 472 408
1607326374 212640 266 472 408
1607326383 212640 266 472 408
1607326934 212656 266 472 408
1607329587 212727 266 472 408
1607331955 212727 286 472 408
1607335995 212727 287 472 408
1607336468 212727 297 472 408
1607336483 212727 300 472 408
1607336528 212727 372 472 408
1607336560 212727 390 472 408
1607341781 212727 391 472 408
1607342818 212727 391 482 408
1607343433 212727 391 489 408
1607344494 212727 391 489 408
1607346491 212727 391 489 409
1607346552 212727 391 489 416
1607346689 212727 391 489 421
1607347195 212727 391 489 426
1607348072 212730 391 489 426
1607350180 212804 391 489 426
1607350278 212804 391 489 426
1607352328 212815 391 489 426
1607364259 212815 391 494 426
1607364272 212815 391 498 426
1607364753 212815 391 498 426
1607366574 212815 391 498 426
1607368870 212815 391 498 426
1607368965 212822 391 498 426
1607371909 212822 391 498 426
