1602664911 1 0 0 0
1606029342 2 0 0 0
1606029725 3 0 0 0
1606030114 4 0 0 0
1606030438 5 0 0 0
1606168254 6 0 0 0
1606169278 7 0 0 0
1606169383 8 0 0 0
1606596132 9 0 0 0
1607019078 10 0 0 0
1607020670 11 0 0 0
1607020724 12 0 0 0
1607097562 13 0 0 0
1607100258 13 1 0 0
1607100529 14 1 0 0
1607103737 14 2 0 0
1607105584 15 2 0 0
1607106242 16 2 0 0
1607107064 16 3 0 0
1607107565 17 3 0 0
1607108067 17 4 0 0
1607118575 17 5 0 0
1607118703 17 6 0 0
1607120228 17 7 0 0
1607155922 17 8 0 0
1607156448 17 9 0 0
1607161180 17 9 1 0
1607164831 17 9 2 0
1607164874 17 9 3 0
1607164988 17 9 4 0
1607165014 17 9 5 0
1607165036 17 9 6 0
1607171123 17 9 7 0
1607171153 17 9 8 0
1607171202 17 9 9 0
1607171237 17 9 10 0
1607171339 17 9 11 0
1607181409 18 9 11 0
1607181789 19 9 11 0
1607181822 20 9 11 0
1607182116 21 9 11 0
1607182123 22 9 11 0
1607191352 22 9 12 0
1607194966 22 9 12 1
1607194968 22 9 12 2
1607194969 22 9 12 3
1607194973 22 9 12 4
1607194980 22 9 12 5
1607194982 22 9 12 6
1607194992 22 9 12 7
1607195006 22 9 12 8
1607195012 22 9 12 9
1607195016 22 9 12 10
1607195082 22 9 12 11
1607200602 22 9 13 11
1607200628 22 9 14 11
1607200709 22 9 15 11
1607200744 22 9 16 11
1607200801 22 9 17 11
1607200837 22 9 18 11
1607201225 23 9 18 11
1607201841 24 9 18 11
1607202010 25 9 18 11
1607248053 26 9 18 11
1607258751 27 9 18 11
1607258844 28 9 18 11
1607258998 29 9 18 11
1607262896 30 9 18 11
1607263180 31 9 18 11
1607268281 32 9 18 11
1607273525 32 9 18 12
1607273528 32 9 18 13
1607273531 32 9 18 14
1607273533 32 9 18 15
1607273535 32 9 18 16
1607273537 32 9 18 17
1607273540 32 9 18 18
1607273563 32 9 18 19
1607274204 32 9 18 20
1607276031 32 9 19 20
1607276751 33 9 19 20
1607276801 34 9 19 20
1607282030 35 9 19 20
1607288380 35 9 20 20
1607288437 35 9 21 20
1607288612 35 9 22 20
1607292878 35 10 22 20
1607296050 35 11 22 20
1607296075 35 12 22 20
1607296152 35 13 22 20
1607296171 35 14 22 20
1607296194 35 15 22 20
1607296214 35 16 22 20
1607296230 35 17 22 20
1607296246 35 18 22 20
1607296336 35 19 22 20
1607296360 35 20 22 20
1607296388 35 21 22 20
1607326017 35 22 22 20
1607326374 36 22 22 20
1607326383 37 22 22 20
1607326934 38 22 22 20
1607329587 39 22 22 20
1607331955 39 23 22 20
1607335995 39 24 22 20
1607336468 39 25 22 20
1607336483 39 26 22 20
1607336528 39 27 22 20
1607336560 39 28 22 20
1607341781 39 29 22 20
1607342818 39 29 23 20
1607343433 39 29 24 20
1607344494 40 29 24 20
1607346491 40 29 24 21
1607346552 40 29 24 22
1607346689 40 29 24 23
1607347195 40 29 24 24
1607348072 41 29 24 24
1607350180 42 29 24 24
1607350278 42 29 24 25
1607352328 43 29 24 25
1607364259 43 29 25 25
1607364272 43 29 26 25
1607364753 44 29 26 25
1607366574 44 30 26 25
1607368870 44 30 27 25
1607368965 45 30 27 25
1607371909 45 30 27 26
